"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","RollbackDisplayValue","RollbackRegistryValue","Notes"
"ADMIN","192.168.22.226","Wi-Fi 6","802.11n/ac/ax/be Wireless Mode","IEEE11nMode","4. 802.11ax","3","Rollback data only. No automatic rollback is performed by this toolkit."
"ADMIN","192.168.22.227","Wi-Fi 6","802.11n/ac/ax/be Wireless Mode","IEEE11nMode","4. 802.11ax","3","Rollback data only. No automatic rollback is performed by this toolkit."
