"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","RollbackDisplayValue","RollbackRegistryValue","Notes"
"ADMIN","192.168.22.221","Wi-Fi","Throughput Booster","ThroughputBoosterEnabled","Enabled","1","Rollback data only. No automatic rollback is performed by this toolkit."
"ADMIN","192.168.22.221","Wi-Fi","Fat Channel Intolerant","FatChannelIntolerant","Enabled","1","Rollback data only. No automatic rollback is performed by this toolkit."
"ADMIN","192.168.22.221","Wi-Fi","U-APSD support","uAPSDSupport","Enabled","1","Rollback data only. No automatic rollback is performed by this toolkit."
