"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","OriginalValue","OriginalRegistryValue","TargetValue","FinalValue","FinalRegistryValue","ApplyAttempted","ApplySucceeded","VerificationSucceeded","ExecutionMode","TargetValueType","RestartAttempted","RestartSucceeded","Notes","PSComputerName","RunspaceId","PSShowComputerName"
"ADMIN","192.168.22.221","Wi-Fi","Sleep on WoWLAN Disconnect","*DeviceSleepOnDisconnect","Enabled","1","Disabled","Disabled","0","True","True","True","WriteOnly","DisplayValue","False",,"","192.168.22.221","88fd2caf-6cbd-424e-b3a4-dd1fd2ef3996","True"
"DESKTOP-9LSD789","192.168.22.222","Wi-Fi 6","Sleep on WoWLAN Disconnect","*DeviceSleepOnDisconnect","Enabled","1","Disabled","Disabled","0","True","True","True","WriteOnly","DisplayValue","False",,"","192.168.22.222","a6a2fa0a-53fa-438b-8bc4-ffdd99993b3a","True"
