"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","RollbackDisplayValue","RollbackRegistryValue","Notes"
"ADMIN","192.168.22.221","Wi-Fi","802.11n/ac/ax/be Wireless Mode","IEEE11nMode","4. 802.11ax","3","Rollback data only. No automatic rollback is performed by this toolkit."
"DESKTOP-9LSD789","192.168.22.222","Wi-Fi 6","802.11n/ac/ax/be Wireless Mode","IEEE11nMode","4. 802.11ax","3","Rollback data only. No automatic rollback is performed by this toolkit."
