"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","RollbackDisplayValue","RollbackRegistryValue","Notes"
"ADMIN","192.168.22.221","Wi-Fi","Channel Width for 2.4GHz","ChannelWidth24","Auto","1","Rollback data only. No automatic rollback is performed by this toolkit."
"ADMIN","192.168.22.221","Wi-Fi","MIMO Power Save Mode","MIMOPowerSaveMode","Auto SMPS","0","Rollback data only. No automatic rollback is performed by this toolkit."
"DESKTOP-9LSD789","192.168.22.222","Wi-Fi 6","Channel Width for 2.4GHz","ChannelWidth24","Auto","1","Rollback data only. No automatic rollback is performed by this toolkit."
"DESKTOP-9LSD789","192.168.22.222","Wi-Fi 6","MIMO Power Save Mode","MIMOPowerSaveMode","Auto SMPS","0","Rollback data only. No automatic rollback is performed by this toolkit."
