"TargetIP","ComputerName","AdapterName","InterfaceDescription","Action","InitialStatus","FinalStatus","ActionAttempted","ActionSucceeded","Notes"
"192.168.22.221","ADMIN",,,"Restart",,,"True","False","No allowlisted Intel BE200 adapter was resolved on this target."
