"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","RollbackDisplayValue","RollbackRegistryValue","Notes"
"ADMIN","192.168.22.221","Wi-Fi","Channel-Load usage for AP Selection","EnableChLoad4ApSelection","Enabled","1","Rollback data only. No automatic rollback is performed by this toolkit."
"DESKTOP-9LSD789","192.168.22.222","Wi-Fi 6","Channel-Load usage for AP Selection","EnableChLoad4ApSelection","Enabled","1","Rollback data only. No automatic rollback is performed by this toolkit."
