"ComputerName","TargetIP","AdapterName","PropertyDisplayName","RegistryKeyword","RollbackDisplayValue","RollbackRegistryValue","Notes"
"ADMIN","192.168.22.221","Wi-Fi","Sleep on WoWLAN Disconnect","*DeviceSleepOnDisconnect","Enabled","1","Rollback data only. No automatic rollback is performed by this toolkit."
