"Scope","TargetIP","AdapterMatch","PropertyDisplayName","RegistryKeyword","CurrentValue","TargetValue","Apply","Notes"
"TARGET","192.168.22.221","Intel(R) Wi-Fi 7 BE200 320MHz","Preferred Band","RoamingPreferredBandType","4. Prefer 6GHz band","1. No Preference","TRUE","Single-row rollback config to restore Preferred Band on 192.168.22.221."
