"Scope","TargetIP","AdapterMatch","PropertyDisplayName","RegistryKeyword","CurrentValue","TargetValue","Apply","Notes"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","ComponentId","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","CtdpSupported","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Mixed Mode Protection","CtsToItself","RTS/CTS Enabled","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: RTS/CTS Enabled; CTS-to-self Enabled PossibleRegistryValues: 0; 1"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","DeviceInstanceID","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","DriverDate","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","DriverDesc","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","DriverVersion","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","DrvInitInProg","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","DuplicateRateSupported","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Channel-Load usage for AP Selection","EnableChLoad4ApSelection","Enabled","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: Disabled; Enabled PossibleRegistryValues: 0; 1"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","ExternalImage","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Fat Channel Intolerant","FatChannelIntolerant","Disabled","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: Disabled; Enabled PossibleRegistryValues: 0; 1"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","FixedSupportedHtRates","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","FixedSupportedRates","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","GreenFieldCapable","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","HardwareVersion","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","HePhyCapabilitiesDword0","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Transmit Power","IbssTxPower","5. Highest","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: 1. Lowest; 2. Medium-low; 3. Medium; 4. Medium-High; 5. Highest PossibleRegistryValues: 0; 25; 50; 75; 100"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","802.11n/ac/ax/be Wireless Mode","IEEE11nMode","5. 802.11be","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: 1. Disabled; 2. 802.11n; 3. 802.11ac; 4. 802.11ax; 5. 802.11be PossibleRegistryValues: 0; 1; 2; 3; 4"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","IfTypePreStart","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","InfPath","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","InfSection","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Ultra High Band (6GHz)","Is6GhzBandSupported","Disabled","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: Disabled; Enabled PossibleRegistryValues: 0; 1"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","LastIoMapSuccessBarHigh","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","LastIoMapSuccessBarLow","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","LprxEnable","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","MatchingDeviceId","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","MaxDpcTime","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","MIMO Power Save Mode","MIMOPowerSaveMode","Auto SMPS","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: Auto SMPS; Static SMPS; Dynamic SMPS; No SMPS PossibleRegistryValues: 0; 1; 2; 3"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","ModulationType","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","NetCfgInstanceId","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","NetLuidIndex","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","NetworkInterfaceInstallTimestamp","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","NumberOfNetworkInterfaces","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PanEnabled","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PBANumber","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PldrResetCounter","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PortAuthReceiveAuthorizationState","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PortAuthReceiveControlState","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PortAuthSendAuthorizationState","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","PortAuthSendControlState","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","ProviderName","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","RadioEnable","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","RecommendedBeaconInterval","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Roaming Aggressiveness","RoamAggressiveness","3. Medium","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: 1. Lowest; 2. Medium-low; 3. Medium; 4. Medium-High; 5. Highest PossibleRegistryValues: 0; 1; 2; 3; 4"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Preferred Band","RoamingPreferredBandType","1. No Preference","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: 1. No Preference; 2. Prefer 2.4GHz band; 3. Prefer 5GHz band; 4. Prefer 6GHz band; 5. Prefer 5GHz + 6GHz band PossibleRegistryValues: 0; 1; 2; 3; 4"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","SkipOverDtimEnable","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","SKU_CAP","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","SoftwareRadioOff","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","SwRadioState","","","FALSE","Generated from discovery across 5 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","SystemAllowedAntennas","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","TGeEnableBits","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","Throughput Booster","ThroughputBoosterEnabled","Disabled","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: Disabled; Enabled PossibleRegistryValues: 0; 1"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","U-APSD support","uAPSDSupport","Disabled","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: Disabled; Enabled PossibleRegistryValues: 0; 1"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","","UcodeVersion","","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228"
"ALL","","Intel(R) Wi-Fi 7 BE200 320MHz #6","802.11a/b/g Wireless Mode","WirelessMode","6. Dual Band 802.11a/b/g","","FALSE","Generated from discovery across 6 target(s). Targets: 192.168.22.222, 192.168.22.224, 192.168.22.225, 192.168.22.226, 192.168.22.227, 192.168.22.228 PossibleDisplayValues: 1. 5GHz  802.11a; 2. 2.4GHz 802.11b; 3. 2.4GHz 802.11g; 4. 2.4GHz 802.11b/g; 5. Dual Band 802.11a/g; 6. Dual Band 802.11a/b/g PossibleRegistryValues: 17; 0; 16; 32; 18; 34"
