Scope,TargetIP,AdapterMatch,PropertyDisplayName,RegistryKeyword,CurrentValue,TargetValue,Apply,Notes
TARGET,192.168.22.221,Intel(R) Wi-Fi 7 BE200 320MHz,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.222,Intel(R) Wi-Fi 7 BE200 320MHz #6,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.223,Intel(R) Wi-Fi 7 BE200 320MHz,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.224,Intel(R) Wi-Fi 7 BE200 320MHz #6,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.225,Intel(R) Wi-Fi 7 BE200 320MHz #6,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.226,Intel(R) Wi-Fi 7 BE200 320MHz #6,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.227,Intel(R) Wi-Fi 7 BE200 320MHz #6,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.228,Intel(R) Wi-Fi 7 BE200 320MHz #6,Preferred Band,RoamingPreferredBandType,4. Prefer 6GHz band,3. Prefer 5GHz band,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
