Scope,TargetIP,AdapterMatch,PropertyDisplayName,RegistryKeyword,CurrentValue,TargetValue,Apply,Notes
TARGET,192.168.22.221,Intel(R) Wi-Fi 7 BE200 320MHz,Channel Width for 6GHz,ChannelWidth6,Auto,Auto,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
TARGET,192.168.22.222,Intel(R) Wi-Fi 7 BE200 320MHz #6,Channel Width for 6GHz,ChannelWidth6,Auto,Auto,TRUE,Generated by the local GUI. Uses the validated PowerShell toolkit for execution.
